workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
2494,Condition_4,27,,The odds of the buttons being switched and trying to lower the odds of the less favorable outcome. ,Male,Multiracial,
2469,Condition_4,25,Non-Hispanic,The slightly different rules of each round influenced my responses,Female,White,
2483,Condition_4,48,Non-Hispanic,none,Male,White,
2520,Condition_4,68,Non-Hispanic,I was trying to figure out the odds. I'm not sure if I made the right choice in the first round. ,Female,White,
2516,Condition_4,35,Non-Hispanic,My reasoning is that my partner would be more inclined to press the blue button if I blamed that button for losing points. This would lead to better odds of the blue switch staying off.,Male,White,
2479,Condition_4,40,Non-Hispanic,Because either of the responses being on contributed to losing a point.,Female,White,
2435,Condition_4,30,Non-Hispanic,"the first game it didn't really matter which button was pressed, just that the overall chance of a switch being on was lower. However the second game, getting the partner to lower the orange chance of being on was the main priority because if that button was pressed it would be an automatic win",Male,White,
2500,Condition_4,57,Non-Hispanic,I was trying to make the odds better and easier for the person who did not have the full information,Male,White,
2421,Condition_4,24,Non-Hispanic,,Female,Multiracial,
2502,Condition_4,54,Hispanic,,Male,White,
2481,Condition_4,35,Hispanic,sicne the orange one I can eliminate to 0% chance of turning on I always chose that one.,Male,other_race,
2433,Condition_4,62,Non-Hispanic,I picked the blue one because it reduced it to 60%,Male,White,
2497,Condition_4,29,Non-Hispanic,"I didn't want to take a chance at all on the blue switch at first because if a switch was on then no matter what we would lose. But then when the rules switched, I was fine with chancing the blue. ",Female,White,
2431,Condition_4,24,Non-Hispanic,,Female,White,
2451,Condition_4,24,Non-Hispanic,The percentages of each button and what result was needed to win,Male,White,
2487,Condition_4,67,Non-Hispanic,I was always trying to make the  orange switch tun off with the orange button.,Female,White,
2521,Condition_4,38,Non-Hispanic,Reducing the chances of losing points.,Female,White,
2490,Condition_4,22,Non-Hispanic,Knowing that at least one of the switches would turn completely off was a major factor in deciding when to press the button that would turn down the probability.,Female,White,
2429,Condition_4,28,Non-Hispanic,,Male,White,
2528,Condition_4,26,Non-Hispanic,The probability of the blue switch turning on mainly influenced my decision.,Male,White,
2448,Condition_4,39,Non-Hispanic,IT would be hard to do in any scenario I think and very hard to predict.,Male,White,
2530,Condition_4,29,Non-Hispanic,depending on the new rules given to me I would decide whether which percentage was more likely to be the cause of the point loss or not,Female,White,
2462,Condition_4,30,Non-Hispanic,I realized I got the 2nd part wrong after I answered it,Male,White,
2501,Condition_3,30,Non-Hispanic,I tried to maximize our changes of not losing points. ,Female,White,
2476,Condition_3,30,Non-Hispanic,Thinking about how to influence the team partner in their own decision based on the parameters I was given on how to explain what happened.,Female,Asian,
2532,Condition_3,40,Non-Hispanic,"I responded that the blue switch being turned on caused the team to lose a point the first time because the blue switch had an 80% chance of being turned on and both switches needed to be on to lose the point. It was less likely the orange switch would be turned on.

For the second answer, I said both blue or orange turned on equally caused the point to be lost as either switch turned on would lose a point.",Male,White,
2524,Condition_3,32,Non-Hispanic,"The explanations seemed a bit awkward. Unless it was part of the study, why not just state that we needed both switches to be ""off"" in order to not lose a point?",Male,other_race,
2511,Condition_3,52,Non-Hispanic,I just responded accordingly based on the instructions presented.,Male,Multiracial,
2486,Condition_3,24,Non-Hispanic,,Female,White,
2426,Condition_3,53,Non-Hispanic,I was trying to be clear while using few words.,Female,Black/African American,
2440,Condition_3,21,Non-Hispanic,,Female,Asian,
2466,Condition_3,28,Non-Hispanic,The correct approach was to carefully consider the instructions and proceed accordingly.,Female,White,
2482,Condition_3,28,Non-Hispanic,The probability of each switch mostly influenced my decisions.,Male,Asian,
2463,Condition_3,24,Non-Hispanic,no i just answered normally how i would,Male,White,
2460,Condition_3,33,Non-Hispanic,I would respond in a way to influence my partner to press the related button,Male,White,
2454,Condition_3,39,Non-Hispanic,I said what made the most sense. ,Female,Black/African American,
2428,Condition_3,32,Non-Hispanic,The chance of it turning on,Female,White,
2493,Condition_3,33,Non-Hispanic,I wanted to push them towards hitting the button that would help us the most ,Male,White,
2503,Condition_3,32,Non-Hispanic,,Male,White,
2525,Condition_3,46,Non-Hispanic,I felt that either choice would be fine,Male,White,
2420,Condition_3,22,Non-Hispanic,"Each scenario influenced how I responded, I did so based on what made sense to me.",Female,Multiracial,
2468,Condition_3,65,,Ut was the best answer.,Male,White,
2434,Condition_3,45,Hispanic,"If I could make the orange switch have a probability of 0% turning on, then the only reason why there was a loss was that the blue switch turned on.",Male,Multiracial,
2522,Condition_3,52,Non-Hispanic,I would want to let my teammate know that it would be more important to press the button on the switch that I mentioned in my response. This is a hint at which button to press if we have a next round.,Male,Black/African American,
2526,Condition_3,26,Non-Hispanic,"I considered the rules of the game before responding. Since in both cases both switches turned on, all instances of switches turning to on contributed to why we lost a point.",Male,White,
2472,Condition_3,26,Non-Hispanic,"I considered the rules and the probability of the switches turning on. I'm not sure if I did it correctly because it was a lot to remember for me, but I tried my best.",Female,other_race,
2446,Condition_3,27,Hispanic,,Female,White,
2498,Condition_3,21,Non-Hispanic,"The biggest influence on the outcome of the round, IE which switch was more important to influence.",Non-binary,White,
2456,Condition_3,56,Non-Hispanic,"I want a do-over. I think I got my answers backwards. In the first section I should have said to reduce orange to zero since that prevented 2 from being on. I think I made a similar mistake in part 2 when only one being on could lose a point. I don't remember my answer but, in that case, it should have been orange also. I was trying to make up for my previous misunderstanding of the game. Ugh. I probably got them all wrong. I want another chance!",Female,White,
2474,Condition_3,24,Non-Hispanic,i have no idea,Non-binary,White,
2498,Condition_3,38,Non-Hispanic,The probability of each switch turning on and off affected my decisions.,Female,other_race,
2507,Condition_3,21,Non-Hispanic,The rules of the game were the only factors that influenced how I responded.,Female,White,
2424,Condition_3,41,Non-Hispanic,The instructions. ,Female,White,
2509,Condition_3,63,Non-Hispanic,"Oops - I made a mistake. I meant to tell Alice that we lost because the blue switch turned on, hoping this would cause her to press the button attached to the blue switch, making it less likely we would lose another point.",Male,White,
2505,Condition_3,32,Non-Hispanic,I tried to think about the instructions and how best to translate them to another person.,Female,White,
2444,Condition_3,49,Non-Hispanic,,Male,White,
2459,Condition_3,21,Hispanic,I mainly made my decisions based on the explanation of the game.,Male,White,
2523,Condition_3,40,Non-Hispanic,I responded based on whatever the instructions told me. Perhaps I don't understand this question?,Male,White,
2513,Condition_3,36,Non-Hispanic,I just answered based on what I read,Female,White,
2495,Condition_3,39,Non-Hispanic,"I blamed the color switch that she should push the button. In the first round, there would be a 0% chance of losing. In the second round, there would still only be 20% chance of the orange one, but the blue one would drop from 80% to 60%",Male,other_race,
2449,Condition_3,39,Non-Hispanic,,Male,White,
2430,Condition_3,49,Non-Hispanic,"Its a game of chance. Additionally, the instructions gave a clue. ",Female,White,
2452,Condition_3,29,Non-Hispanic,"Confusing the participant so I could win, but I felt like I barely understood it myself.",Female,White,
2470,Condition_3,40,Non-Hispanic,Mainly just which one has the higher percentage,Male,White,
2527,Condition_3,23,Non-Hispanic,I have no comments.,Non-binary,White,
2439,Condition_3,33,Non-Hispanic,"I kind of guessed at how the statistics work on the second game. I thought I would try to lower the chance on the switch that already had the greatest chance of turning on, but very unsure if that's the right move or not. Then in terms of how to communicate that, I tried to place the ""blame"" on the switch that I wanted the other player to press the button for. ",Male,White,
2436,Condition_3,58,Non-Hispanic,probability of switches being on influenced me. I have no other comments,Female,White,
2484,Condition_3,31,Hispanic,"The rules of the game factored how I decided, on the first round both switches needed to be on so I chose to give out the information that the orange switch with a lower percentage was turned on.  I have no questions or comments, thank you for the study.",Male,White,
2491,Condition_3,27,Non-Hispanic,"I used intuition to decide how to respond, not any statistical analysis.",Male,Asian,
2422,Condition_3,32,Non-Hispanic,I did my best to explain to someone in the simplest way in order to get points.,Female,White,
2480,Condition_3,24,Non-Hispanic,My responses were influenced by the likelihood of the switches being on,Female,White,
2432,Condition_3,35,Non-Hispanic,The probabillity being lowered was my first and foremost reason for my answers.,Female,White,
2517,Condition_3,49,,Common sense,Female,Asian,
