workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
2697,Condition_4,55,Non-Hispanic,The 80% chance of the blue switch being on,Female,White,
2731,Condition_4,22,Hispanic,The chances of each switch turning on was the most important factor. Interesting experiment.,Male,White,
2689,Condition_4,26,Non-Hispanic,I focused on the percentages of probability that the switches would turn on to determine my answer.s,Female,White,
2743,Condition_4,71,,the 80 vs 20 odds,Male,White,
2745,Condition_4,28,Non-Hispanic,The language was slightly confusing ,Female,White,
2661,Condition_4,65,Non-Hispanic,,Female,White,
2749,Condition_4,21,Non-Hispanic,I noticed the change in percentages between the two variables and tried to make my best judgment accordingly ,Male,White,
2710,Condition_4,29,Non-Hispanic,"placing emphasis on which switch has a higher likelyhood of turning on, so that pushing its button would have the most effect",Male,White,
2676,Condition_4,33,Non-Hispanic,no,Male,White,
2768,Condition_4,43,Non-Hispanic,what I learned from the game,Female,White,
2684,Condition_4,32,Hispanic,Had to pay close attention to the game instructions. ,Female,White,
2724,Condition_4,68,Non-Hispanic,not sure and no68,Female,White,
2712,Condition_4,21,Non-Hispanic,,Female,White,
2706,Condition_4,56,Non-Hispanic,no,Female,White,
2739,Condition_4,62,Non-Hispanic,"Pressing the blue switch greatly increased the probability that the blue switch would not turn on if pressed, but only increased the odds re the orange switch not turning on a comparatively small amount.  ",Female,White,
2691,Condition_4,37,Non-Hispanic,"The factors that made the biggest difference was percentages of the switches turning on, and how helpful any given explanation to the other player would be.",Male,White,
2695,Condition_4,51,Non-Hispanic,I just tried to remember it was better if the blue button was on.,Female,White,
2703,Condition_4,32,Non-Hispanic,The math of it,Male,White,
2686,Condition_4,30,Non-Hispanic,My understanding on probability determined how I decided to respond.,Female,White,
2665,Condition_4,20,Hispanic,The percentages of turning off and on,Female,White,
2667,Condition_4,25,Non-Hispanic,"I want to influence the decision they make in order to avoid losing points. So I would want them to focus on the blue switch for the next round, so I would tell them it was the blue one no matter what",Female,White,
2659,Condition_4,22,Non-Hispanic,I'm not. sure if anything really influenced how I responded,Female,Black/African American,
2762,Condition_4,51,Non-Hispanic,I read the instructions carefully and took my time to answer the questions carefully. ,Male,White,
2751,Condition_4,38,Non-Hispanic,Because either answer would have worked. i have no questions.,Female,White,
2722,Condition_4,36,Non-Hispanic,"In both instances it still makes the most sense to lower the chance of the blue switch turning on, so that's what I chose. ",Female,White,
2716,Condition_4,22,Non-Hispanic,,Female,Asian,
2734,Condition_4,22,Non-Hispanic,,Female,Asian,
2760,Condition_4,39,Non-Hispanic,My undiagnosed ADHD brain was drowning in the word soup so I was just gambling.,Male,Multiracial,
2736,Condition_4,26,Non-Hispanic,i responded in a way that i thought would influence my partner to make the choice that would produce the best odds for us to win,Female,White,
2678,Condition_4,32,Hispanic,I am not really sure. I guess it just depended on my mood.,Female,other_race,
2680,Condition_4,66,Non-Hispanic,The percentages allowed me to somewhat predict the outcome of the game.  My partners knew some of the information but not as much as I did. ,Female,White,
2708,Condition_4,27,Non-Hispanic,,Non-binary,White,
2754,Condition_4,31,Hispanic,I responded based on probability and which choices would give us the best chance to win in my eyes.,Male,other_race,
2766,Condition_4,28,Non-Hispanic,,Female,White,
2669,Condition_4,45,,The orange switch was the one I was counting on to stay off. I knew it was more likely that the blue switch would turn on and I was trying to prevent the orange switch from turning on,Female,White,
2729,Condition_4,27,Non-Hispanic,Just using inferences and the explanation of the game from the previous pages. ,Male,White,
2699,Condition_4,29,Non-Hispanic,,Male,White,
2657,Condition_4,25,Hispanic,repeatability,Male,White,
2663,Condition_4,23,Non-Hispanic,"nothing really influenced my answers except for what made sense in that moment. In the first section with ""Alice"" one of the questions mentions ""Zara"" before we knew of her ",Female,White,
2704,Condition_4,56,Non-Hispanic,I responded based on the instructions and the probability of each switch turning on.,Female,White,
2764,Condition_4,23,,"I chose blue even though it was either or both switches in hopes that she would associate losing a point with blue and hit the blue button, since in both rounds blue was the better option to reduce to 10%",Male,White,
2671,Condition_4,34,Non-Hispanic,,Male,White,
2732,Condition_4,59,Non-Hispanic,The fact that in the first round only one button needed to turn on to lose a point but in the next round two buttons must be turned on to lose a point.,Female,White,
2747,Condition_4,52,Non-Hispanic,,Female,White,
2693,Condition_4,29,Non-Hispanic,,Female,White,
2726,Condition_4,42,Non-Hispanic,I tried to factor in the percentages of turning on/off when making my decisions,Female,Multiracial,
