workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
1500,Disneg_Conneg,26,Non-Hispanic,,Male,White,
1476,Disneg_Conneg,26,Non-Hispanic,The likelihood of the switches turning on and off and the rules of the game.,Female,White,
1480,Disneg_Conneg,42,Non-Hispanic,The instructions influenced how I responded. ,Female,White,
1506,Disneg_Conneg,51,Non-Hispanic,answered based on info i was given as i remembered it,Female,White,
1516,Disneg_Conneg,24,Hispanic,,Male,White,
1531,Disneg_Conneg,29,Non-Hispanic,very straight forward,Male,White,
1508,Disneg_Conneg,28,Non-Hispanic,,Male,Black/African American,
1470,Disneg_Conneg,23,Non-Hispanic,if i would lose a point or not,Female,White,
1547,Disneg_Conneg,31,Non-Hispanic,I decided to focus on the blue switch because it was the most likely to turn on. I wanted my teammates to focus on turning that switch off because it was the one most likely to lose us a point. ,Female,White,
1478,Disneg_Conneg,23,Non-Hispanic,Great survey!,Male,White,
1504,Disneg_Conneg,22,Non-Hispanic,"What my teammate knew influenced my decisions to respond.

By the way, this experiment is quite hard to understand. There's a lot going on - lots of angles you expect the survey participants to remember.",Male,White,
1520,Conneg_Disneg,36,Non-Hispanic,Just the math. I tried my best to prevent my team form losing points.,Male,Multiracial,
1554,Conneg_Disneg,51,Non-Hispanic,if you want to play an honest game you tell the truth as far as picking the one with the most likely to turn on. i was confused because you said  at first we worked together then you said I scored a point. which would mean i stole her point so we were actually competitors.,Female,White,
1556,Conneg_Disneg,26,Non-Hispanic,NA,Male,White,
1505,Conneg_Disneg,30,Non-Hispanic,,Female,White,
1483,Conneg_Disneg,27,Non-Hispanic,n/a,Female,White,
1564,Conneg_Disneg,30,Non-Hispanic,My decisions were based on how many switches needed to be turned on in order to lose points.,Female,Asian,
1558,Conneg_Disneg,25,Hispanic,No,Female,White,
1562,Conneg_Disneg,38,Non-Hispanic,the percentage chance of blue turning on,Female,White,
1471,Conneg_Disneg,29,,I decided based on the chances of the switches being turned on or off by themselves. ,Male,Asian,
1526,Conneg_Disneg,47,Non-Hispanic,the likelihood of each switch turning on,Female,Multiracial,
1493,Conneg_Disneg,20,Non-Hispanic,,Male,White,
1499,Conneg_Disneg,25,Non-Hispanic,,Female,Asian,
1566,Conneg_Disneg,39,Non-Hispanic,The probability of each switch turning on.,Male,Black/African American,
1530,Conneg_Disneg,27,Non-Hispanic,"Trying to maximize points and winning, based on probability of outcomes",Male,Asian,
1518,Conneg_Disneg,52,Non-Hispanic,n/a,Male,White,
1487,Conneg_Disneg,31,Hispanic,I decided my answers based on how I would feel playing such a game.,Male,Asian,
1507,Conneg_Disneg,37,Non-Hispanic,no,Male,White,
1538,Conneg_Disneg,29,Hispanic,what my partner knew,Male,White,
1534,Conneg_Disneg,19,Non-Hispanic,"The whole game seemed predicated on whether a switch would be turned on, so I thought that the blue switch was the most important.",Male,Asian,
1473,Conneg_Disneg,41,Non-Hispanic,,Male,White,
1513,Conneg_Disneg,56,Non-Hispanic,I told my partner based on which had a higher likelihood of being switched on,Female,White,
1546,Conneg_Disneg,37,Non-Hispanic,I know the chances of the blue one turning on is higher so I want Alice to think the blue one needs to be turned off.  That will give us the highest chance of both of the switches staying off and us not losing a point,Male,Asian,
1491,Conneg_Disneg,24,Non-Hispanic,,Male,White,
1511,Conneg_Disneg,51,Non-Hispanic,,Female,White,
1536,Conneg_Disneg,35,Non-Hispanic,the conditions that lead to losing a point and the information the other player has and what decision they are making and how that will effect the outcome.,Male,Asian,
1548,Conneg_Disneg,24,Hispanic,logic,Male,White,
1522,Conneg_Disneg,21,Non-Hispanic,The choice with the higher percentage of turning on should be prioritized at all points,Male,Asian,
1540,Conneg_Disneg,30,Non-Hispanic,I was influenced both by the fact that neither of my partners knew the likelihood that a switch would turn on as well as the fact that only 1 switch had to be turned on in the second round to lose a point,Non-binary,White,
1497,Conneg_Disneg,22,Non-Hispanic,Primarily the likelihoods of which switch turning on and off.,Male,White,
1517,Conneg_Disneg,53,Non-Hispanic,BLue was more like to switch on so pick blue all the time Alice.  Also this seemed very repetitive and tedious with all the comprehension checks.  You should make a real interactive game for future iterations of this study.  ,other_gender,White,
1479,Conneg_Disneg,34,Non-Hispanic,I responded with the blue switch being the problem because it has the higher probability of being turned on and therefore the easiest to control. ,Female,White,
1509,Conneg_Disneg,54,Non-Hispanic,I assessed the chances of the blue and orange switches being turned on to make a decision. I looked at the probability of the switches turning on.,Male,White,
1515,Conneg_Disneg,60,Non-Hispanic,common sense,Female,White,
1552,Conneg_Disneg,34,Non-Hispanic,Logic. You always remove the variable with the higher chance of having the outcome you do not want. ,Non-binary,Multiracial,
1568,Conneg_Disneg,21,Non-Hispanic,i just tried to avoid the blue (80% chance) of turning on,Female,Asian,
1542,Conneg_Disneg,24,Non-Hispanic,The percentage that the switch would turn on or off,Female,White,
1489,Conneg_Disneg,47,,"The probability of the switch turning on.
",Male,White,
1524,Conneg_Disneg,21,Non-Hispanic,the percentage of the switches being turned on and off,Female,White,
1532,Conneg_Disneg,19,Non-Hispanic,The percentages influenced my choices.,Male,White,
1475,Conneg_Disneg,36,Non-Hispanic,Just tried to give the best response based on the probability. ,Female,White,
1560,Conneg_Disneg,44,Non-Hispanic,The probability of each switch being on,Female,Multiracial,
1550,Conneg_Disneg,35,Non-Hispanic,I told them of the higher probability of them turning on so they'd likely turn off that switch.,Male,White,
1481,Conneg_Disneg,27,Non-Hispanic,,Female,White,
1495,Conneg_Disneg,40,Non-Hispanic,The blue switch had the biggest influence on what would happen in each round because of it's 80% probability of being in the on position. ,Female,White,
1503,Conneg_Disneg,33,Non-Hispanic,"If I  say we lost because the blue switch was on, they will manually turn off the blue switch the next round, which is most advantageous.",Male,White,
1501,Conneg_Disneg,51,Non-Hispanic,The chances influenced me a lot.,Female,White,
1485,Conneg_Disneg,44,,I would always suggest the blue switch because of the higher probability of it turning on since the other player is unaware of the probability of both switches.,Female,White,
1469,Conneg_Disneg,18,Hispanic,,Male,White,
