workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
2808,Condition_1,21,Non-Hispanic,"If I say that the blue switch was the good one, that would make her more likely to always press the blue one on and lose us less money.",Male,White,
2876,Condition_1,28,Non-Hispanic,I think if I tell her the blue switch is why we won then she will be more likely to pick that switch and save us money,Male,White,
2800,Condition_1,27,Hispanic,I chose that both options were good because both were in fact true. No questions or comments.,Female,White,
2832,Condition_1,23,Non-Hispanic,knowing the chance of the switch turning on,Male,Asian,
2780,Condition_1,31,Non-Hispanic,I responded that it was equal since both gave equal probability to turning ON ,Male,White,
2836,Condition_1,42,Non-Hispanic,"Probability of the two switches turning on was equal, the only difference was which switch cost more to turn on. ",Male,White,
2855,Condition_1,56,Non-Hispanic,,Male,White,
2819,Condition_1,29,Hispanic,,Male,American Indian/Alaska Native,
2839,Condition_1,26,Non-Hispanic,,Male,White,
2881,Condition_1,41,Non-Hispanic,"I wanted her to believe the Orange Switch is more likely to turn on on its own so she would be less likely to try to turn it on, and would focus on the Blue Switch.",Female,White,
2815,Condition_1,19,Non-Hispanic,I decided to tell Zarah that it was because we turned on the blue switch that we won since then she would always choose the blue switch. I liked participating in this experiment.,Male,Asian,
2844,Condition_1,28,Non-Hispanic,The rules regarding the game,Male,White,
2803,Condition_1,21,Non-Hispanic,I choose the option that would cost us less money.,Female,Black/African American,
2827,Condition_1,30,Non-Hispanic,,Female,White,
2783,Condition_1,32,Non-Hispanic,Both responses were the same,Female,Black/African American,
2851,Condition_1,35,Non-Hispanic,I thought both explanations (either saying we won because the blue or orange switch was turned on) was okay because both needed to be on to win the $5 no matter what. ,Female,White,
2801,Condition_4,68,,Either color being turned on wins $5 so each statement was equally correct.,Female,White,
2873,Condition_4,42,,i saw the text,Male,Asian,
2810,Condition_4,30,Hispanic,,Male,White,
2833,Condition_4,50,Non-Hispanic,Because the orange is cheaper to turn on than the blue. ,Female,White,
2795,Condition_4,18,Non-Hispanic,,Female,Black/African American,
2805,Condition_4,40,Non-Hispanic,,Male,White,
2849,Condition_4,21,Non-Hispanic,"Because either switch being on could win the team $5, regardless of how much they cost. ",Female,Asian,
2817,Condition_4,19,Hispanic,"Although I know orange is cheaper, I would want to be honest with my partner.",Male,White,
2865,Condition_4,25,Non-Hispanic,I want them to choose the orange switch so I said that was the reason we won. ,Male,White,
2809,Condition_4,23,Non-Hispanic,"Since she doesn't know it costs less to choose the orange, I chose that option so that she is more inclined to choose it than the blue one. ",Female,White,
2837,Condition_4,29,Non-Hispanic,,Female,Black/African American,
2782,Condition_4,52,Non-Hispanic,I would have chosen to tell her because both switches are on but that's not an option,Female,White,
2842,Condition_4,34,Non-Hispanic,"I would tell her the orange switch was the reason we won, because its cheaper. That way she will think to choose orange next around.",Male,White,
2853,Condition_4,22,Hispanic,"We win because both switches were on, or because one switched on while the other was on. Both switches had positive probability’s so I could dx[lain it either way ",Female,White,
2779,Condition_4,38,Non-Hispanic,"It was a bit hard to think of which to pick, if it might influence her in the future, but it also makes sense that it was from both.",Female,White,
2798,Condition_4,24,Non-Hispanic,How accurate the description was relative to the rules of the game described.,Male,White,
2861,Condition_4,30,Hispanic,"I believe by telling her that we won because the orange switch turned on that would persuade her to keep turning that switch on which is cheaper than turning on the blue switch manually, both have the same chance of turning on so what matters is the cost to turn it on. On the second quiz one of the questions asks if both switches has to turn to on to win $5 I selected false however it said it was wrong even though the instructions said at least one switch has to be on to win $5 not just both.",Male,White,
2869,Condition_4,30,Non-Hispanic,"It didn't matter if both switches were in the on position (only one switch matters), so I thought both choices were equally good.",Male,Asian,
2790,Condition_4,38,Non-Hispanic,Boh switches were on and the law says if both switches were on then both players won ,Male,Black/African American,
2821,Condition_4,31,Non-Hispanic,"The cost of turning each switch; I reasoned Alice (referred to as Zarah for one question - might want to fix that) would choose to turn on whichever switch I told her won us the $5, so I went with the one that cost us less money.

One other comment: some of the last few comprehension questions are phrased either awkwardly or (in my understanding) inaccurately. There are questions asking if I and Alice know that BOTH swtiches need to be on to win $5; from my understanding of the instructions however, this is untrue: only one switch needs to be on to win $5. When I got the first version of the question, I marked it as False based on that, but this was flagged as wrong.",Male,White,
2829,Condition_4,25,Non-Hispanic,cost,Female,White,
2845,Condition_4,31,Non-Hispanic,n/a,Female,White,
2877,Condition_4,38,Non-Hispanic,"I wanted to be encouraging, even though both causes were true.",Female,White,
2857,Condition_4,24,Hispanic,The rules factored my response.,Male,White,
2875,Condition_3,24,Non-Hispanic,,Male,White,
2802,Condition_3,57,Non-Hispanic,Because either one has to be on. I probably should've just said the orange one.,Female,White,
2812,Condition_3,31,Non-Hispanic,"Did it cost money to turn Off one of the machines or no? I think it doesn't matter which you say, because it's removed far enough from having any impact, because no matter what you chose, if the next round you can turn one on then it will be the Orange one regardless, because it is cheaper and they have the same probability. Plus, what I say may or may not effect her choice anyway.",Male,White,
2797,Condition_3,22,Non-Hispanic,"No factors influenced, I just used common sense.",Male,Multiracial,
2843,Condition_3,33,Hispanic,The person did not know the cost so it would be equally likely she turned on either one.,Male,White,
2794,Condition_3,57,Non-Hispanic,The facts listed determined my response,Female,White,
2785,Condition_3,26,Non-Hispanic,"whether or not I said because the blue or orange was turned on, both answers would be correct.",Female,White,
2838,Condition_3,43,Non-Hispanic,,Male,White,
2777,Condition_3,23,Hispanic,"based on what switch costed more money, so I chose to make pulling the orange switch more desirable so she would be more likely to choose that on her next turn",Female,Black/African American,
2850,Condition_3,23,Non-Hispanic,"I decided to respond that way to convey that the orange one was already on, and that's the one I selected personally, so winning was based off the blue automatically turning on",Male,White,
2818,Condition_3,38,Non-Hispanic,Both answers are equally good because both are accurate,Female,White,
2858,Condition_3,69,Non-Hispanic,,Male,White,
2781,Condition_3,74,Non-Hispanic,chances of the options were equal,Female,White,
2814,Condition_3,28,Non-Hispanic,The notion that blue switch must be turned on by both participants informed my decision.,Male,Black/African American,
2846,Condition_3,37,Non-Hispanic,Nothing influenced. Both answers were correct.,Male,White,
2863,Condition_3,29,Non-Hispanic,Because its not entierly helpful to say we won just because one switch was on,Male,White,
2835,Condition_3,36,Non-Hispanic,N/A,Male,White,
2831,Condition_3,46,Non-Hispanic,,Female,Asian,
2806,Condition_3,62,Non-Hispanic,"It let her know to turn on orange?
",Female,White,
2826,Condition_3,20,Non-Hispanic,the price did not affect which switch turned on ,Male,White,
2789,Condition_3,38,Non-Hispanic,Both answers were equally correct.,Female,White,
2854,Condition_3,61,Non-Hispanic,I chose to tell her about the orange switch because it will cost us less money to turn it on.,Female,White,
2871,Condition_3,48,Non-Hispanic,no,Female,White,
2823,Condition_3,22,Non-Hispanic,"How to maximize profit and reduce cost, so orange was preferable, but either were fine. ",Male,White,
2866,Condition_3,25,,,Male,Asian,
