workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
1398,Dispos_Conpos,44,Non-Hispanic,"I'm trying to win. and I know inside information and extra information. So, I'm not going to give extra information that I do not need to increase my chance of winning. ",Male,White,
1396,Dispos_Conpos,31,Non-Hispanic,,Male,White,
1406,Dispos_Conpos,52,Non-Hispanic,Knowing the orange switch only had a 20 percent chance to turn on made it of the upmost performance to make sure my partner turned it on when they had the chance.,Male,White,
1394,Dispos_Conpos,28,Hispanic,,Female,White,
1432,Dispos_Conpos,34,Hispanic,"My interpretation of the instructions influenced how I responded. For example, if both switches came on, then it made sense to me that explaining either one was on to the other player made the most sense, especially since they knew that either one or both had to be on to get a point.

This was an interesting survey, but a bit strange to me. I thought an actual game would be played in between, didn't realize the entire thing would be about the explanations I chose, so this page came up abruptly, in my opinion.",other_gender,Multiracial,
1442,Dispos_Conpos,55,Non-Hispanic,no,Female,White,
1434,Dispos_Conpos,55,Non-Hispanic,Since the blue switch turns on 80% of the time then telling her the orange switch since it has the least probability of turning on.,Female,White,
1366,Dispos_Conpos,21,Non-Hispanic,I wanted to get the most points and from a probability standpoint switching the orange one on yielding the best result.,Male,White,
1374,Dispos_Conpos,23,Non-Hispanic,,Male,White,
1384,Dispos_Conpos,20,Non-Hispanic,no,Female,Black/African American,
1410,Dispos_Conpos,38,Non-Hispanic,"The blue seems like the greatest asset toward winning any of the rounds, so I would try to aim toward using the blue whenever possible ",Male,White,
1388,Dispos_Conpos,24,Non-Hispanic,The rules of the game (which changed per scenario) influenced my responses. ,Female,Multiracial,
1380,Dispos_Conpos,45,Non-Hispanic,No matter which way you put it the answer still comes out the same vice versa.,Female,White,
1368,Dispos_Conpos,30,Non-Hispanic,reading comprehension and short term memory,Male,White,
1399,Dispos_Conpos,21,Non-Hispanic,how logical each answer seemed,Male,White,
1370,Dispos_Conpos,40,Non-Hispanic,I just used to information given to me.,Male,White,
1372,Dispos_Conpos,31,Non-Hispanic,,Female,Asian,
1358,Dispos_Conpos,40,Non-Hispanic,"If we both got to pick a switch to manually turn on, I'd want to influence Zarah to pick the blue knowing I'd pick the orange to turn on.",Female,White,
1450,Dispos_Conpos,38,Non-Hispanic,"The blue had a much higher chance of being turned ""ON""",Female,White,
1418,Dispos_Conpos,25,Non-Hispanic,"I didn't give them truthful information. I gave them information that would give me the desired result, which is the highest percent chance both switches turn on. ",Male,Multiracial,
1414,Dispos_Conpos,27,Non-Hispanic,I chose based on the facts I was given. I tried picking an answer that would get the other participant to turn on the switch that would benefit us. ,Female,White,
1454,Dispos_Conpos,21,Hispanic,The likely hood of me winning a point was the deciding factor of all my responses. I wanted as many lights on as possible even if that meant that my teammate had slightly less information  ,Male,Multiracial,
1408,Dispos_Conpos,23,Hispanic,the probability of the switch turning on influenced my response,Male,White,
1360,Dispos_Conpos,30,Non-Hispanic,,Female,White,
1428,Dispos_Conpos,25,Non-Hispanic,"I have a feeling she would've turned on the blue switch, so bc the orange switch also turned on, we won the point",Female,Asian,
1386,Dispos_Conpos,29,Non-Hispanic,,Female,White,
1402,Dispos_Conpos,32,Non-Hispanic,probability ,Male,White,
1424,Dispos_Conpos,36,Non-Hispanic,I was influenced by the fact that I wanted Zarah to choose the orange switch to turn on in future rounds. By saying orange I put Zarah's focus on the orange switch so Zarah would have a high likelihood of choose the Orange Switch in the future.,Male,White,
1416,Dispos_Conpos,23,Non-Hispanic,"I mean, especially in the second instance, it wouldn't matter which of the three options I chose because it didn't matter which of the switches was on (they both needed to be on) so it would not have benefitted Zarah to hear either explanation, therefore both were equally helpful. Now, if there was an option to explain that the orange was less likely to turn on, that would be helpful, but that wasn't an option.",Female,White,
1362,Dispos_Conpos,54,Hispanic,"The orange switch turning on is far more unlikely and event, so I felt that was the one to include in my explanation.",Male,White,
1461,Dispos_Conpos,24,Non-Hispanic,I tried to turn the switch that was least likely to be turned on otherwise.,Non-binary,American Indian/Alaska Native,
1376,Dispos_Conpos,48,Non-Hispanic,Depending on how many switches needed to be on to win a point was what influenced my response.,Female,White,
1462,Dispos_Conpos,40,Non-Hispanic,What needed done to win the point.,Male,White,
1390,Dispos_Conpos,20,Non-Hispanic,I chose answers logically based on the given situation to maximize the chances of getting a point.,Male,White,
1436,Dispos_Conpos,25,Non-Hispanic,"If shes focused on turning orange on, blue's high probability will handle the rest",Male,White,
1452,Dispos_Conpos,34,Non-Hispanic,I chose an explanation that would likely make my teammate choose the switch that was less likely to turn on.,Male,White,
1440,Dispos_Conpos,29,Non-Hispanic,,Female,White,
1446,Dispos_Conpos,36,Non-Hispanic,I tried to respond in a way that would give the player with less information a hint.,Female,White,
1392,Dispos_Conpos,23,Non-Hispanic,Depending if one or both switches needed to be on,Female,Asian,
1422,Dispos_Conpos,34,Non-Hispanic,"I always play fair so I would inform everyone involved how likely we are to get a point. It was unlikely the orange would turn on the second game, so that is why I would say we won.",Female,White,
1364,Dispos_Conpos,27,,I feel it's more indicative of the blue switch having a higher chance of turning on if I tell my partner that we scored a point because of it.,other_gender,other_race,
1456,Dispos_Conpos,47,Non-Hispanic,The orange switch has a lower probability of being on and needs to be on in order to win,Female,White,
1438,Dispos_Conpos,57,Non-Hispanic,None,Female,White,
1378,Dispos_Conpos,40,Non-Hispanic,The percentage of each switch turning on influenced my decision. By stating that the reason we got a point was because of the orange switch turning on I was trying to hint to the importance of it being on since it had relatively lower odds of turning on.,Female,White,
1430,Dispos_Conpos,50,Non-Hispanic,I tried to give them a better chance of choosing the hardest switch to turn on.,Female,White,
1382,Dispos_Conpos,21,Hispanic,The lower probability led me to attempt to convince my teammate to turn on the orange switch when it was their turn to turn a switch on manually.,Male,Multiracial,
1404,Dispos_Conpos,27,Non-Hispanic,the likelihood of a payout,Male,White,
1426,Dispos_Conpos,36,Non-Hispanic,I went with the higher probability because it mattered more i think.,Male,White,
