workerid,proliferate.condition,age,ethnicity,feedback,gender,race,error
2141,Condition_1,24,Non-Hispanic,"No, the instructions influenced how I responded.",Female,Black/African American,
2104,Condition_1,18,Hispanic,"mn,n",Female,White,
2194,Condition_1,39,Hispanic,,Female,White,
2177,Condition_1,51,Non-Hispanic,no,Male,White,
2165,Condition_1,70,Non-Hispanic,Logic and mathematics.  No questions.,Female,White,
2149,Condition_1,31,Non-Hispanic,,Female,White,
2173,Condition_1,54,Non-Hispanic,Logic,Female,White,
2185,Condition_1,32,Non-Hispanic,The probability of the switches being turned on or off and the set of rules for each game.,Female,White,
2145,Condition_1,29,Non-Hispanic,Responded based on the probability outlined for each switch,Male,White,
2133,Condition_1,38,Non-Hispanic,Based on the mentioned probability and my ability to remember.,Female,Multiracial,
2137,Condition_1,41,Non-Hispanic,The percentages that a light switch will tuen on or not.,Female,White,
2169,Condition_1,53,Hispanic,,Male,White,
2129,Condition_1,54,Non-Hispanic,,Female,White,
2121,Condition_1,35,Non-Hispanic,"I tried very hard to remember the parameters for winning points, losing points, or keeping points. ",Female,Black/African American,
2157,Condition_1,37,Non-Hispanic,if one switch was on or off and the percentage of the switch,Female,White,
2117,Condition_1,39,Hispanic,Common sense based on the directions given,Female,White,
2153,Condition_1,25,Non-Hispanic,,Male,Asian,
2113,Condition_1,58,Non-Hispanic,just tried to adhere to the rules,Male,White,
